Entropy,Avg_time_gap,ID_Count
27,0.374074074074074,27
34,0.2911764705882353,33
28,0.3607142857142857,28
35,0.2828571428571428,34
31,0.329032258064516,31
38,0.27105263157894727,37
27,0.374074074074074,27
36,0.28055555555555556,35
27,0.374074074074074,27
36,0.28055555555555556,35
29,0.3551724137931033,29
34,0.29999999999999993,34
29,0.35172413793103446,29
36,0.27777777777777773,36
31,0.32903225806451614,31
35,0.2914285714285714,33
28,0.36428571428571427,28
37,0.2783783783783783,37
27,0.3777777777777777,27
36,0.2833333333333333,34
29,0.3517241379310344,29
35,0.2914285714285714,34
28,0.3607142857142856,28
35,0.28285714285714275,34
30,0.33999999999999997,30
36,0.2833333333333332,34
27,0.37407407407407406,27
36,0.28333333333333327,36
25,0.3999999999999999,25
37,0.2729729729729729,35
28,0.3678571428571428,28
34,0.3029411764705882,34
29,0.3551724137931033,29
36,0.2805555555555555,35
30,0.33999999999999997,30
36,0.28333333333333327,34
28,0.3607142857142856,27
36,0.27777777777777773,36
26,0.38461538461538447,25
35,0.28857142857142853,35
28,0.36785714285714294,28
35,0.29142857142857137,34
29,0.3551724137931033,29
35,0.2857142857142856,34
30,0.3366666666666665,30
35,0.2857142857142857,34
28,0.36071428571428565,27
36,0.28611111111111104,36
27,0.3814814814814814,27
37,0.27297297297297285,35
27,0.37407407407407406,27
34,0.30294117647058827,33
29,0.35517241379310327,29
36,0.2777777777777777,35
31,0.3258064516129031,31
34,0.29411764705882343,32
27,0.37037037037037024,27
36,0.27777777777777773,36
26,0.38846153846153847,26
36,0.28333333333333327,34
28,0.3571428571428571,28
34,0.29411764705882343,34
28,0.3607142857142856,28
35,0.2857142857142856,34
30,0.3366666666666666,30
36,0.2805555555555555,34
28,0.36071428571428565,27
35,0.28571428571428564,35
26,0.38846153846153836,26
37,0.2729729729729729,35
27,0.3703703703703703,27
36,0.27777777777777773,35
27,0.36666666666666664,27
36,0.2777777777777777,35
30,0.3399999999999999,30
35,0.2914285714285714,33
28,0.36428571428571416,27
37,0.2729729729729729,37
26,0.38461538461538447,26
35,0.2857142857142857,35
27,0.37037037037037024,26
34,0.2941176470588235,34
28,0.36071428571428565,28
35,0.2857142857142856,34
30,0.33666666666666667,30
36,0.28055555555555556,34
28,0.3642857142857142,27
35,0.2857142857142856,35
26,0.38846153846153847,26
37,0.27837837837837837,36
28,0.36428571428571427,27
33,0.30606060606060603,33
28,0.36428571428571416,27
36,0.2777777777777778,36
30,0.3333333333333333,30
35,0.28857142857142853,34
28,0.3607142857142857,27
36,0.27777777777777785,36
26,0.38846153846153847,26
36,0.28611111111111104,35
27,0.3814814814814814,27
36,0.2861111111111111,35
29,0.35517241379310344,28
35,0.2857142857142857,34
31,0.32580645161290334,31
37,0.2702702702702701,37
27,0.3740740740740741,27
36,0.28055555555555556,35
26,0.38846153846153847,26
37,0.2783783783783783,36
29,0.3517241379310344,28
32,0.31249999999999994,32
27,0.37037037037037035,27
36,0.2777777777777778,35
32,0.315625,32
34,0.2970588235294117,32
27,0.37037037037037035,26
36,0.2777777777777778,36
26,0.3846153846153847,26
36,0.28055555555555545,35
29,0.3517241379310344,29
34,0.29999999999999993,34
28,0.36071428571428565,28
35,0.28857142857142853,35
32,0.3218749999999999,32
35,0.29142857142857137,33
28,0.36428571428571427,28
36,0.28333333333333327,36
25,0.4039999999999999,25
37,0.2675675675675675,36
28,0.3642857142857142,26
33,0.3030303030303029,33
28,0.3642857142857142,27
37,0.2783783783783783,36
31,0.332258064516129,31
36,0.28333333333333327,34
28,0.36428571428571427,27
37,0.2729729729729729,37
26,0.38846153846153836,25
36,0.28333333333333327,35
28,0.3642857142857142,27
35,0.2942857142857142,35
28,0.36071428571428565,28
35,0.28857142857142853,35
31,0.332258064516129,31
36,0.2861111111111111,36
28,0.3571428571428571,27
36,0.28333333333333327,36
27,0.3777777777777777,26
37,0.27567567567567564,36
27,0.37407407407407395,27
34,0.29705882352941165,34
28,0.3642857142857142,27
37,0.27567567567567564,36
31,0.32580645161290317,31
35,0.2942857142857142,34
28,0.36428571428571427,27
37,0.2756756756756757,37
27,0.3814814814814814,26
36,0.28333333333333327,36
29,0.3517241379310344,27
35,0.2914285714285714,35
