Entropy,Avg_time_gap,ID_Count
34,0.29411764705882343,34
27,0.37407407407407395,25
37,0.26756756756756755,37
25,0.4039999999999999,23
35,0.28857142857142853,35
28,0.35714285714285704,27
35,0.28571428571428564,35
26,0.3846153846153845,25
35,0.2885714285714285,35
33,0.30909090909090897,31
39,0.2615384615384615,39
24,0.4208333333333332,23
37,0.2702702702702702,37
25,0.39999999999999986,24
36,0.2749999999999999,36
27,0.37407407407407395,25
35,0.28857142857142853,35
27,0.37407407407407395,26
36,0.28055555555555545,36
31,0.32580645161290317,29
36,0.27499999999999997,36
26,0.3923076923076922,25
38,0.2657894736842105,38
25,0.3999999999999999,24
35,0.2885714285714285,35
30,0.3399999999999999,28
36,0.28333333333333327,36
27,0.3777777777777776,26
35,0.28857142857142853,35
30,0.3299999999999999,29
37,0.2729729729729729,37
25,0.39599999999999996,24
37,0.2756756756756756,37
26,0.3923076923076922,25
36,0.2833333333333333,36
29,0.3517241379310344,27
35,0.29142857142857137,35
27,0.3777777777777777,26
36,0.28055555555555545,36
31,0.32580645161290317,29
36,0.28333333333333327,36
27,0.37037037037037024,25
38,0.26578947368421046,38
25,0.40399999999999986,23
35,0.29142857142857137,35
29,0.3551724137931033,28
36,0.2805555555555555,36
25,0.396,23
35,0.2885714285714285,35
31,0.32258064516129026,30
35,0.2828571428571428,35
27,0.37037037037037024,26
37,0.27567567567567564,37
26,0.3923076923076922,25
36,0.2833333333333333,36
29,0.3517241379310344,28
35,0.29142857142857137,35
27,0.3777777777777777,25
36,0.28333333333333327,36
33,0.30909090909090897,30
36,0.2805555555555555,36
24,0.41249999999999987,23
38,0.26578947368421046,38
25,0.3999999999999999,24
35,0.2885714285714286,35
28,0.3678571428571427,26
36,0.2805555555555555,36
27,0.37407407407407395,25
35,0.2885714285714284,35
31,0.32580645161290317,31
37,0.27027027027027023,37
27,0.3777777777777776,25
37,0.27567567567567564,37
26,0.38846153846153836,25
35,0.28857142857142853,35
30,0.3433333333333333,27
37,0.2783783783783783,36
26,0.3846153846153845,25
36,0.2833333333333333,36
32,0.31874999999999987,30
36,0.2833333333333333,36
26,0.38846153846153836,25
38,0.2684210526315789,38
26,0.3923076923076923,25
35,0.2914285714285714,35
29,0.3517241379310344,28
36,0.28333333333333327,36
27,0.3777777777777776,25
35,0.28857142857142853,35
31,0.32258064516129026,30
36,0.2805555555555555,36
28,0.36071428571428565,27
37,0.27567567567567564,37
26,0.38846153846153847,24
36,0.28611111111111104,36
29,0.3517241379310344,27
35,0.29142857142857137,35
27,0.37777777777777777,25
36,0.2833333333333333,36
32,0.31874999999999987,29
36,0.2833333333333333,36
27,0.37407407407407395,25
38,0.26578947368421046,38
25,0.40399999999999997,24
35,0.2914285714285714,35
29,0.3482758620689654,28
35,0.2857142857142857,35
26,0.38846153846153847,25
35,0.2885714285714284,35
32,0.3124999999999999,31
38,0.2631578947368421,38
25,0.39599999999999996,24
37,0.27567567567567564,37
26,0.3923076923076922,23
36,0.28333333333333327,36
29,0.35172413793103446,27
35,0.2914285714285715,35
27,0.374074074074074,26
36,0.2833333333333333,36
32,0.31874999999999987,30
36,0.28055555555555556,36
27,0.374074074074074,26
38,0.26578947368421046,38
25,0.39999999999999986,24
34,0.29705882352941176,34
30,0.3366666666666667,29
36,0.28333333333333327,36
27,0.3777777777777778,25
35,0.2914285714285713,35
32,0.32187499999999986,30
37,0.27567567567567564,37
